treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
1,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,35,5.129283016944966
1,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,NA,NA
1,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,41,5.357552004618084
1,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,24,4.584962500721156
1,Endogenous,CCL19,NM_006274.2,-35,197,-17.5,122.5,94,42.5,70,6.129283016944966
0,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,107,6.741466986401147
0,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,82,6.357552004618084
0,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,NA,NA
0,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,130,7.022367813028454
0,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,45,5.491853096329675
1,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,44,5.459431618637297
1,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,NA,NA
1,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,40,5.321928094887363
1,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,72,6.169925001442312
1,Endogenous,C2,NM_000063.5,10,202,2,114,91,55.5,66,6.044394119358453
0,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,NA,NA
0,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,37,5.20945336562895
0,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,NA,NA
0,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,46,5.523561956057013
0,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,40,5.321928094887363
1,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,29,4.857980995127572
1,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,78,6.285402218862249
1,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,34,5.087462841250339
1,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,39,5.285402218862249
1,Endogenous,TLR7,NM_016562.3,23.5,59.5,5.5,81.5,41,46.6,53,5.727920454563199
0,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,19,4.247927513443585
0,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,31,4.954196310386875
0,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,42,5.392317422778761
0,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,36,5.169925001442312
0,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,28,4.807354922057604
1,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,14,3.807354922057604
1,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,37,5.20945336562895
1,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,34,5.087462841250339
1,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,22,4.459431618637297
1,Endogenous,IL2RA,NM_000417.2,16,48,4,52,31.2,28.2,34,5.087462841250339
0,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,27,4.754887502163468
0,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,187,7.546894459887636
0,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,164,7.357552004618084
0,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,22,4.459431618637297
0,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,45,5.491853096329675
1,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,62,5.954196310386875
1,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,40,5.321928094887363
1,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,60,5.906890595608519
1,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,31,4.954196310386875
1,Endogenous,PRKAA2,NM_006252.3,-178.5,369.5,-12.5,103.5,89,44.4,29,4.857980995127572
0,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,13,3.700439718141092
0,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,NA,NA
0,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,9,3.169925001442312
0,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,17,4.087462841250339
0,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,21,4.392317422778761
1,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,14,3.807354922057604
1,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,NA,NA
1,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,17,4.087462841250339
1,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,NA,NA
1,Endogenous,COL11A2,NM_001163771.1,1,33,9.5,21.5,15,16,17,4.087462841250339
0,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,22,4.459431618637297
0,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,81,6.339850002884624
0,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,62,5.954196310386875
0,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,28,4.807354922057604
0,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,31,4.954196310386875
1,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,NA,NA
1,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,36,5.169925001442312
1,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,36,5.169925001442312
1,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,37,5.20945336562895
1,Endogenous,TNFRSF10D,NM_003840.4,-23,113,31,39,44.8,35.8,34,5.087462841250339
0,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,13,3.700439718141092
0,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,22,4.459431618637297
0,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,34,5.087462841250339
0,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,35,5.129283016944966
0,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,27,4.754887502163468
1,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,15,3.9068905956085187
1,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,54,5.754887502163468
1,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,13,3.700439718141092
1,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,44,5.459431618637297
1,Endogenous,SIGLEC8,NM_014442.2,4,52,-28.5,87.5,26.2,31.6,32,5
0,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,103,6.6865005271832185
0,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,NA,NA
0,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,294,8.199672344836364
0,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,44,5.459431618637297
0,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,118,6.882643049361842
1,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,108,6.754887502163468
1,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,NA,NA
1,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,NA,NA
1,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,101,6.658211482751795
1,Endogenous,PC,NM_000920.3,-183.5,580.5,90.5,118.5,139.8,104,103,6.6865005271832185
0,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,24,4.584962500721156
0,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,NA,NA
0,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,NA,NA
0,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,22,4.459431618637297
0,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,20,4.321928094887363
1,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,20,4.321928094887363
1,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,NA,NA
1,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,26,4.700439718141092
1,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,24,4.584962500721156
1,Endogenous,IL17A,NM_002190.2,14,30,18,34,22,24.5,28,4.807354922057604
0,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,19,4.247927513443585
0,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,NA,NA
0,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,33,5.044394119358453
0,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,21,4.392317422778761
0,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,55,5.78135971352466
1,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,18,4.169925001442312
1,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,NA,NA
1,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,35,5.129283016944966
1,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,28,4.807354922057604
1,Endogenous,GLI1,NM_005269.2,-30,106,10,50,32,26.5,25,4.643856189774724
0,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,NA,NA
0,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,17,4.087462841250339
0,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,14,3.807354922057604
0,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,16,4
0,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,19,4.247927513443585
1,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,51,5.672425341971495
1,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,63,5.977279923499917
1,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,16,4
1,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,25,4.643856189774724
1,Endogenous,GNG4,NM_001098721.1,11.5,23.5,-34,102,16.5,34.4,17,4.087462841250339
0,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,572,9.159871336778389
0,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,NA,NA
0,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,601,9.231221180711186
0,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,NA,NA
0,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,696,9.442943495848729
1,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,465,8.861086905995395
1,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,NA,NA
1,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,272,8.087462841250339
1,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,262,8.03342300153745
1,Endogenous,LDHB,NM_001174097.2,386,882,-17.5,754.5,623,348,393,8.618385502258606
0,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,78,6.285402218862249
0,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,NA,NA
0,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,106,6.727920454563199
0,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,37,5.20945336562895
0,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,41,5.357552004618084
1,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,29,4.857980995127572
1,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,NA,NA
1,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,67,6.066089190457772
1,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,38,5.247927513443585
1,Endogenous,DTX4,NM_015177.1,-56.5,203.5,-106,278,65.5,67,134,7.066089190457772
0,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,14,3.807354922057604
0,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,17,4.087462841250339
0,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,33,5.044394119358453
0,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,NA,NA
0,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,29,4.857980995127572
1,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,16,4
1,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,21,4.392317422778761
1,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,25,4.643856189774724
1,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,23,4.523561956057013
1,Endogenous,CD3G,NM_000073.2,-7,57,15.5,27.5,23.2,21,20,4.321928094887363
0,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,NA,NA
0,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,249,7.960001932068081
0,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,22,4.459431618637297
0,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,70,6.129283016944966
0,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,48,5.584962500721156
1,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,16,4
1,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,80,6.321928094887363
1,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,80,6.321928094887363
1,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,NA,NA
1,Endogenous,S100A8,NM_002964.4,-253.5,550.5,-50,158,97.2,51,28,4.807354922057604
0,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,29,4.857980995127572
0,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,186,7.539158811108031
0,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,137,7.098032082960526
0,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,28,4.807354922057604
0,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,18,4.169925001442312
1,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,30,4.906890595608519
1,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,NA,NA
1,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,28,4.807354922057604
1,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,31,4.954196310386875
1,Endogenous,ZC3H12A,NM_025079.2,-135.5,300.5,23.5,35.5,79.6,29.7,NA,NA
0,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,280,8.129283016944967
0,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,2538,11.309476353841106
0,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,2325,11.183015000882756
0,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,317,8.308339030139408
0,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,382,8.57742882803575
1,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,817,9.674192268145683
1,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,812,9.665335917185176
1,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,106,6.727920454563199
1,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,61,5.930737337562887
1,Endogenous,IER3,NM_003897.3,-2695,5337,-990.5,1893.5,1168.4,377.4,91,6.507794640198696
0,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,29,4.857980995127572
0,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,148,7.20945336562895
0,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,216,7.754887502163468
0,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,57,5.832890014164741
0,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,41,5.357552004618084
1,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,33,5.044394119358453
1,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,NA,NA
1,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,51,5.672425341971495
1,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,29,4.857980995127572
1,Endogenous,CD4,NM_000616.4,-119.5,308.5,6,78,98.2,37,35,5.129283016944966
0,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,21,4.392317422778761
0,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,NA,NA
0,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,NA,NA
0,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,21,4.392317422778761
0,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,25,4.643856189774724
1,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,18,4.169925001442312
1,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,42,5.392317422778761
1,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,32,5
1,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,44,5.459431618637297
1,Endogenous,S100A12,NM_005621.1,15,31,-18,78,22.3,30.8,18,4.169925001442312
0,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,16,4
0,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,68,6.087462841250339
0,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,NA,NA
0,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,76,6.247927513443585
0,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,46,5.523561956057013
1,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,22,4.459431618637297
1,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,NA,NA
1,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,46,5.523561956057013
1,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,31,4.954196310386875
1,Endogenous,CD6,NM_001254751.1,1,121,8.5,68.5,51.5,33.5,35,5.129283016944966
0,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,144,7.169925001442312
0,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,462,8.851749041416058
0,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,331,8.370687406807217
0,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,289,8.174925682500678
0,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,197,7.6220518194563764
1,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,83,6.3750394313469245
1,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,729,9.509775004326936
1,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,80,6.321928094887363
1,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,605,9.240791332161956
1,Endogenous,CD163,NM_203416.2,-4,532,-700,1388,284.6,333.2,169,7.400879436282184
0,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,22,4.459431618637297
0,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,73,6.189824558880018
0,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,45,5.491853096329675
0,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,28,4.807354922057604
0,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,22,4.459431618637297
1,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,25,4.643856189774724
1,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,NA,NA
1,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,22,4.459431618637297
1,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,29,4.857980995127572
1,Endogenous,DUSP2,NM_004418.3,-12.5,79.5,11.5,39.5,38,23.8,19,4.247927513443585
0,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,158,7.303780748177103
0,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,NA,NA
0,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,157,7.294620748891627
0,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,NA,NA
0,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,119,6.894817763307944
1,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,56,5.807354922057604
1,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,NA,NA
1,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,66,6.044394119358453
1,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,67,6.066089190457772
1,Endogenous,HERC6,NM_001165136.1,60.5,216.5,1.5,173.5,144.7,74.5,109,6.768184324776926
0,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,23,4.523561956057013
0,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,320,8.321928094887362
0,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,102,6.672425341971495
0,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,201,7.651051691178929
0,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,145,7.1799090900149345
1,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,NA,NA
1,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,96,6.584962500721156
1,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,97,6.599912842187128
1,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,NA,NA
1,Endogenous,MRC1,NM_002438.2,-46.5,349.5,72,112,158.2,93.3,87,6.442943495848728
0,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,36,5.169925001442312
0,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,252,7.977279923499917
0,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,153,7.257387842692652
0,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,41,5.357552004618084
0,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,95,6.569855608330948
1,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,53,5.727920454563199
1,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,NA,NA
1,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,33,5.044394119358453
1,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,40,5.321928094887363
1,Endogenous,DLL4,NM_019074.2,-127,321,-21.5,142.5,115.4,51.8,81,6.339850002884624
0,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,63,5.977279923499917
0,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,114,6.832890014164741
0,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,408,8.672425341971495
0,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,383,8.581200581924957
0,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,130,7.022367813028454
1,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,69,6.108524456778169
1,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,NA,NA
1,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,113,6.820178962415188
1,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,137,7.098032082960526
1,Endogenous,SAMSN1,NM_001256370.1,-289.5,786.5,-106,478,219.6,144.5,259,8.016808287686555
0,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,19,4.247927513443585
0,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,80,6.321928094887363
0,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,NA,NA
0,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,68,6.087462841250339
0,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,38,5.247927513443585
1,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,41,5.357552004618084
1,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,NA,NA
1,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,54,5.754887502163468
1,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,25,4.643856189774724
1,Endogenous,CD28,NM_001243077.1,-25,143,20,76,51.2,43.8,55,5.78135971352466
