treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
0,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,22,4.459431618637297
1,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,14,3.807354922057604
1,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,28,4.807354922057604
1,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,20,4.321928094887363
1,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,22,4.459431618637297
1,Endogenous,MAGEA1,NM_004988.4,18,26,8,40,21.8,23.2,32,5
0,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,107,6.741466986401147
0,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,1273,10.314016703901357
0,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,932,9.86418614465428
0,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,448,8.807354922057604
0,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,431,8.751544059089099
1,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,195,7.60733031374961
1,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,NA,NA
1,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,304,8.247927513443585
1,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,289,8.174925682500678
1,Endogenous,ENTPD1,NM_001098175.1,-320.5,1683.5,128.5,556.5,638.2,296,396,8.62935662007961
0,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,94,6.554588851677638
0,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,540,9.076815597050832
0,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,486,8.92481250360578
0,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,119,6.894817763307944
0,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,162,7.339850002884624
1,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,135,7.076815597050831
1,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,NA,NA
1,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,123,6.94251450533924
1,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,156,7.285402218862249
1,Endogenous,ROCK1,NM_005406.2,-431.5,1036.5,81,201,280.2,135,126,6.977279923499917
0,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,184,7.523561956057013
0,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,741,9.533329732305834
0,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,1459,10.510764167917891
0,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,846,9.72451385311995
0,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,423,8.72451385311995
1,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,288,8.169925001442312
1,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,955,9.899356922923111
1,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,744,9.539158811108031
1,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,707,9.4655664048094
1,Endogenous,FCGR2A,NM_021642.3,-211.5,1480.5,221.5,1057.5,730.6,645.8,535,9.06339508128851
0,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,23,4.523561956057013
0,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,NA,NA
0,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,79,6.303780748177103
0,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,31,4.954196310386875
0,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,104,6.700439718141092
1,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,44,5.459431618637297
1,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,54,5.754887502163468
1,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,67,6.066089190457772
1,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,83,6.3750394313469245
1,Endogenous,NGFR,NM_002507.3,-78.5,213.5,34.5,86.5,59.2,62.8,66,6.044394119358453
0,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,419,8.710806433699352
0,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,632,9.303780748177102
0,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,178,7.475733430966398
0,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,40,5.321928094887363
0,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,546,9.092757140919852
1,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,NA,NA
1,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,147,7.199672344836364
1,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,93,6.539158811108031
1,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,190,7.569855608330948
1,Endogenous,ALDOC,NM_005165.2,-374,1098,-52.5,335.5,363,129.8,89,6.475733430966398
0,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,59,5.882643049361842
0,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,117,6.870364719583405
0,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,91,6.507794640198696
0,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,30,4.906890595608519
0,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,78,6.285402218862249
1,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,22,4.459431618637297
1,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,NA,NA
1,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,31,4.954196310386875
1,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,45,5.491853096329675
1,Endogenous,CCNE1,NM_001238.1,11,139,5.5,73.5,75,36.5,48,5.584962500721156
0,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,115,6.845490050944375
0,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,460,8.845490050944376
0,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,NA,NA
0,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,216,7.754887502163468
0,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,256,8
1,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,104,6.700439718141092
1,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,NA,NA
1,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,295,8.204571144249204
1,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,116,6.857980995127572
1,Endogenous,ITGAX,NM_000887.4,-150,826,-152.5,563.5,261.8,201,289,8.174925682500678
0,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,60,5.906890595608519
0,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,48,5.584962500721156
0,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,57,5.832890014164741
0,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,32,5
0,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,NA,NA
1,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,52,5.700439718141092
1,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,NA,NA
1,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,33,5.044394119358453
1,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,35,5.129283016944966
1,Endogenous,BLM,NM_000057.3,30,78,9.5,77.5,49.2,41.8,47,5.554588851677638
0,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,20,4.321928094887363
0,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,32,5
0,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,9,3.169925001442312
0,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,10,3.321928094887362
0,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,13,3.700439718141092
1,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,18,4.169925001442312
1,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,32,5
1,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,15,3.9068905956085187
1,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,11,3.4594316186372973
1,Endogenous,MLANA,NM_005511.1,-5,35,-1.5,42.5,16.8,20.4,26,4.700439718141092
0,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,49,5.614709844115208
0,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,107,6.741466986401147
0,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,NA,NA
0,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,128,7
0,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,69,6.108524456778169
1,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,NA,NA
1,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,NA,NA
1,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,118,6.882643049361842
1,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,120,6.906890595608519
1,Endogenous,FCGR1A,NM_000566.3,-19.5,216.5,113.5,125.5,88.2,119.7,121,6.918863237274595
0,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,925,9.853309555403674
0,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,2127,11.054604317960672
0,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,1160,10.179909090014934
0,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,504,8.977279923499916
0,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,454,8.826548487290914
1,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,409,8.67595703294175
1,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,NA,NA
1,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,489,8.933690654952233
1,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,434,8.761551232444479
1,Endogenous,CD47,NM_001777.3,-480,2144,246.5,746.5,1034,472.8,559,9.12670447284319
0,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,13,3.700439718141092
0,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,14,3.807354922057604
0,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,14,3.807354922057604
0,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,15,3.9068905956085187
0,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,NA,NA
1,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,19,4.247927513443585
1,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,14,3.807354922057604
1,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,15,3.9068905956085187
1,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,19,4.247927513443585
1,Endogenous,CSF2,NM_000758.3,12.5,16.5,9,25,14,18,23,4.523561956057013
0,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,31,4.954196310386875
0,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,382,8.57742882803575
0,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,242,7.918863237274595
0,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,85,6.409390936137702
0,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,137,7.098032082960526
1,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,85,6.409390936137702
1,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,NA,NA
1,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,71,6.149747119504682
1,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,75,6.22881869049588
1,Endogenous,CDH5,NM_001795.3,-150.5,477.5,34.5,142.5,175.4,83.2,102,6.672425341971495
0,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,316,8.303780748177102
0,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,355,8.471675214392045
0,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,138,7.108524456778169
0,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,155,7.2761244052742375
0,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,90,6.491853096329675
1,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,174,7.442943495848728
1,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,NA,NA
1,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,67,6.066089190457772
1,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,42,5.392317422778761
1,Endogenous,SLC7A5,NM_003486.6,-129,583,-93.5,334.5,210.8,89.8,76,6.247927513443585
0,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,103,6.6865005271832185
0,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,764,9.57742882803575
0,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,725,9.501837184902296
0,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,510,8.994353436858859
0,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,334,8.383704292474052
1,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,177,7.467605550082998
1,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,NA,NA
1,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,219,7.774787059601174
1,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,348,8.442943495848729
1,Endogenous,GIMAP4,NM_018326.2,-252.5,1311.5,25.5,541.5,487.2,257.5,286,8.159871336778389
0,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,705,9.461479447286155
0,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,1247,10.28424574982967
0,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,999,9.964340867792417
0,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,836,9.707359132080883
0,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,1178,10.20212382383046
1,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,384,8.584962500721156
1,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,NA,NA
1,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,586,9.194756854422248
1,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,295,8.204571144249204
1,Endogenous,HIF1A,NM_181054.2,323,1691,-261,1459,993,519.8,814,9.668884984266247
0,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,188,7.554588851677638
0,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,1269,10.309476353841106
0,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,1287,10.329796338220701
0,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,138,7.108524456778169
0,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,172,7.426264754702098
1,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,98,6.614709844115208
1,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,NA,NA
1,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,149,7.219168520462161
1,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,111,6.794415866350106
1,Endogenous,CDK2,NM_001290230.1,-1473.5,2914.5,-16.5,323.5,610.8,138.5,196,7.614709844115208
0,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,12,3.584962500721156
0,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,19,4.247927513443585
0,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,NA,NA
0,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,30,4.906890595608519
0,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,22,4.459431618637297
1,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,14,3.807354922057604
1,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,NA,NA
1,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,20,4.321928094887363
1,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,18,4.169925001442312
1,Endogenous,PDCD1,NM_005018.1,2.5,46.5,5,29,20.8,16.5,14,3.807354922057604
0,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,66,6.044394119358453
0,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,171,7.417852514885898
0,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,217,7.7615512324444795
0,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,53,5.727920454563199
0,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,38,5.247927513443585
1,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,31,4.954196310386875
1,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,NA,NA
1,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,35,5.129283016944966
1,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,48,5.584962500721156
1,Endogenous,ATF3,NM_001674.3,-124,348,10.5,70.5,109,36.8,33,5.044394119358453
0,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,40,5.321928094887363
0,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,327,8.353146825498083
0,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,254,7.9886846867721655
0,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,72,6.169925001442312
0,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,137,7.098032082960526
1,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,81,6.339850002884624
1,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,NA,NA
1,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,45,5.491853096329675
1,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,80,6.321928094887363
1,Endogenous,TIE1,NM_005424.4,-201,527,36.5,152.5,166,78.8,109,6.768184324776926
0,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,630,9.29920801838728
0,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,1581,10.62662165235837
0,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,1674,10.709083812550343
0,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,358,8.483815777264256
0,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,221,7.787902559391432
1,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,188,7.554588851677638
1,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,NA,NA
1,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,513,9.002815015607053
1,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,126,6.977279923499917
1,Endogenous,CD44,NM_001001392.1,-1476.5,3415.5,-314.5,1025.5,892.8,337.5,523,9.030667136246942
0,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,4299,12.069785394983302
0,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,13281,13.697076158819021
0,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,11514,13.491101496916537
0,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,2312,11.174925682500678
0,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,2557,11.32023644524165
1,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,4732,12.208234358339789
1,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,8295,13.018026265843226
1,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,1698,10.729620743553038
1,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,1657,10.694357887221452
1,Endogenous,ALDOA,NM_000034.3,-10878.5,24949.5,-2955.5,9344.5,6792.6,3573.2,1484,10.535275376620802
0,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,35,5.129283016944966
0,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,127,6.9886846867721655
0,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,104,6.700439718141092
0,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,46,5.523561956057013
0,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,54,5.754887502163468
1,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,14,3.807354922057604
1,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,NA,NA
1,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,44,5.459431618637297
1,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,25,4.643856189774724
1,Endogenous,FAS,NM_000043.3,-41,191,-35,125,73.2,37,65,6.022367813028454
0,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,156,7.285402218862249
0,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,727,9.505811553919594
0,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,542,9.08214904135387
0,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,200,7.643856189774724
0,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,227,7.826548487290915
1,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,188,7.554588851677638
1,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,NA,NA
1,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,250,7.965784284662087
1,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,111,6.794415866350106
1,Endogenous,MRE11,NM_001330347.1,-313,1055,39.5,435.5,370.4,209,287,8.164906926675688
0,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,14,3.807354922057604
0,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,24,4.584962500721156
0,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,NA,NA
0,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,23,4.523561956057013
0,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,8,3
1,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,12,3.584962500721156
1,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,NA,NA
1,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,14,3.807354922057604
1,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,16,4
1,Endogenous,IL10,NM_000572.2,-1,39,6.5,26.5,17.2,15.2,19,4.247927513443585
0,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,10,3.321928094887362
0,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,NA,NA
0,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,25,4.643856189774724
0,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,23,4.523561956057013
0,Endogenous,BMP2,NM_001200.3,-5.5,70.5,-23.5,116.5,25,39.8,42,5.392317422778761
